State,Profession,Total
Washington,Students,6456
Washington,Retirees,154
Washington,Unemployed,1508
Washington,Unknown,8409
West Virginia,Management,92
West Virginia,Service,30
West Virginia,Sales,29
West Virginia,Farming,0
West Virginia,Construction,0
West Virginia,Production,13
West Virginia,Military,0
West Virginia,No,406
West Virginia,Homemakers,0
West Virginia,Students,249
West Virginia,Retirees,0
West Virginia,Unemployed,0
West Virginia,Unknown,187
Wisconsin,Management,695
Wisconsin,Service,309
Wisconsin,Sales,225
Wisconsin,Farming,126
Wisconsin,Construction,15
Wisconsin,Production,671
Wisconsin,Military,0
Wisconsin,No,4870
Wisconsin,Homemakers,870
Wisconsin,Students,3134
Wisconsin,Retirees,52
Wisconsin,Unemployed,814
Wisconsin,Unknown,1430
Wyoming,Management,32
Wyoming,Service,0
Wyoming,Sales,12
Wyoming,Farming,0
Wyoming,Construction,0
Wyoming,Production,0
Wyoming,Military,0
Wyoming,No,172
Wyoming,Homemakers,43
Wyoming,Students,98
Wyoming,Retirees,0
Wyoming,Unemployed,31
Wyoming,Unknown,140
Arkansas,Management,262
Arkansas,Service,98
Arkansas,Sales,75
Arkansas,Farming,0
Arkansas,Construction,0
Arkansas,Production,177
Arkansas,Military,0
Arkansas,No,1403
Arkansas,Homemakers,466
Arkansas,Students,778
Arkansas,Retirees,18
Arkansas,Unemployed,141
Arkansas,Unknown,846
California,Management,24041
California,Service,12300
California,Sales,12769
California,Farming,5204
California,Construction,2207
California,Production,15166
California,Military,27
California,No,125636
California,Homemakers,42665
California,Students,60516
California,Retirees,2867
California,Unemployed,19588
California,Unknown,67315
Colorado,Management,994
Colorado,Service,476
Colorado,Sales,415
Colorado,Farming,0
Colorado,Construction,0
Colorado,Production,386
Colorado,Military,0
Colorado,No,5948
Colorado,Homemakers,1467
Colorado,Students,3306
Colorado,Retirees,111
Colorado,Unemployed,1064
Colorado,Unknown,4254
Connecticut,Management,1564
Connecticut,Service,1214
Connecticut,Sales,560
Connecticut,Farming,33
Connecticut,Construction,0
Connecticut,Production,620
Connecticut,Military,0
Connecticut,No,7581
Connecticut,Homemakers,1844
Connecticut,Students,4493
Connecticut,Retirees,107
Connecticut,Unemployed,1137
Connecticut,Unknown,6657
