State,Profession,Total
Texas,Construction,910
Texas,Production,4955
Texas,Military,6
Texas,No,50410
Texas,Homemakers,18212
Texas,Students,24612
Texas,Retirees,766
Texas,Unemployed,6820
Texas,Unknown,23068
Utah,Management,487
Utah,Service,287
Utah,Sales,0
Utah,Farming,0
Utah,Construction,62
Utah,Production,326
Utah,Military,0
Utah,No,2775
Utah,Homemakers,826
Utah,Students,1468
Utah,Retirees,41
Utah,Unemployed,440
Utah,Unknown,1779
Arizona,Management,1624
Arizona,Service,647
Arizona,Sales,373
Arizona,Farming,0
Arizona,Construction,0
Arizona,Production,796
Arizona,Military,0
Arizona,No,9752
Arizona,Homemakers,3676
Arizona,Students,4331
Arizona,Retirees,171
Arizona,Unemployed,1574
Arizona,Unknown,4927
Vermont,Management,188
Vermont,Service,98
Vermont,Sales,44
Vermont,Farming,6
Vermont,Construction,0
Vermont,Production,82
Vermont,Military,0
Vermont,No,874
Vermont,Homemakers,0
Vermont,Students,494
Vermont,Retirees,0
Vermont,Unemployed,258
Vermont,Unknown,452
Virginia,Management,3268
Virginia,Service,1465
Virginia,Sales,899
Virginia,Farming,213
Virginia,Construction,187
Virginia,Production,721
Virginia,Military,3
Virginia,No,12884
Virginia,Homemakers,3172
Virginia,Students,7269
Virginia,Retirees,268
Virginia,Unemployed,2175
Virginia,Unknown,8587
Washington,Management,3695
Washington,Service,916
Washington,Sales,593
Washington,Farming,468
Washington,Construction,0
Washington,Production,625
Washington,Military,0
Washington,No,10998
Washington,Homemakers,2739
Washington,Students,5828
Washington,Retirees,236
Washington,Unemployed,2195
Washington,Unknown,5672
West Virginia,Management,94
West Virginia,Service,35
West Virginia,Sales,0
West Virginia,Farming,8
West Virginia,Construction,0
West Virginia,Production,0
West Virginia,Military,0
West Virginia,No,377
West Virginia,Homemakers,86
West Virginia,Students,211
West Virginia,Retirees,6
West Virginia,Unemployed,74
West Virginia,Unknown,228
Wisconsin,Management,741
Wisconsin,Service,228
Wisconsin,Sales,150
Wisconsin,Farming,81
Wisconsin,Construction,19
Wisconsin,Production,312
Wisconsin,Military,0
Wisconsin,No,2970
Wisconsin,Homemakers,822
Wisconsin,Students,1643
Wisconsin,Retirees,40
Wisconsin,Unemployed,465
Wisconsin,Unknown,1548
Wyoming,Management,55
Wyoming,Service,17
Wyoming,Sales,9
Wyoming,Farming,0
Wyoming,Construction,4
Wyoming,Production,0
Wyoming,Military,0
Wyoming,No,223
Wyoming,Homemakers,0
Wyoming,Students,106
Wyoming,Retirees,0
Wyoming,Unemployed,0
Wyoming,Unknown,97
Arkansas,Management,292
Arkansas,Service,102
Arkansas,Sales,68
Arkansas,Farming,57
Arkansas,Construction,40
Arkansas,Production,176
Arkansas,Military,0
Arkansas,No,1546
Arkansas,Homemakers,583
Arkansas,Students,757
Arkansas,Retirees,15
Arkansas,Unemployed,191
Arkansas,Unknown,514
California,Management,24411
California,Service,8280
California,Sales,6825
California,Farming,3535
California,Construction,1220
California,Production,8721
California,Military,16
California,No,98400
California,Homemakers,32608
California,Students,47243
California,Retirees,1829
California,Unemployed,16720
California,Unknown,45213
Colorado,Management,1165
Colorado,Service,576
Colorado,Sales,289
Colorado,Farming,0
Colorado,Construction,0
Colorado,Production,520
Colorado,Military,0
Colorado,No,6498
Colorado,Homemakers,1790
Colorado,Students,3529
Colorado,Retirees,93
Colorado,Unemployed,1086
Colorado,Unknown,4041
Connecticut,Management,1400
Connecticut,Service,681
Connecticut,Sales,362
Connecticut,Farming,0
Connecticut,Construction,0
Connecticut,Production,369
Connecticut,Military,0
Connecticut,No,5816
Connecticut,Homemakers,1352
Connecticut,Students,3255
Connecticut,Retirees,94
Connecticut,Unemployed,1115
Connecticut,Unknown,3340
