State,Profession,Total
South Carolina,Sales,0
South Carolina,Farming,4
South Carolina,Construction,0
South Carolina,Production,15
South Carolina,Military,0
South Carolina,No,321
South Carolina,Homemakers,0
South Carolina,Students,186
South Carolina,Retirees,0
South Carolina,Unemployed,36
South Carolina,Unknown,285
Mississippi,Management,0
Mississippi,Service,0
Mississippi,Sales,0
Mississippi,Farming,0
Mississippi,Construction,0
Mississippi,Production,0
Mississippi,Military,0
Mississippi,No,43
Mississippi,Homemakers,0
Mississippi,Students,0
Mississippi,Retirees,0
Mississippi,Unemployed,0
Mississippi,Unknown,24
West Virginia,Management,24
West Virginia,Service,0
West Virginia,Sales,0
West Virginia,Farming,0
West Virginia,Construction,0
West Virginia,Production,0
West Virginia,Military,0
West Virginia,No,49
West Virginia,Homemakers,11
West Virginia,Students,30
West Virginia,Retirees,0
West Virginia,Unemployed,0
West Virginia,Unknown,32
Idaho,Management,8
Idaho,Service,0
Idaho,Sales,0
Idaho,Farming,0
Idaho,Construction,0
Idaho,Production,0
Idaho,Military,0
Idaho,No,47
Idaho,Homemakers,20
Idaho,Students,0
Idaho,Retirees,0
Idaho,Unemployed,0
Idaho,Unknown,18
Connecticut,Management,615
Connecticut,Service,112
Connecticut,Sales,69
Connecticut,Farming,0
Connecticut,Construction,0
Connecticut,Production,72
Connecticut,Military,0
Connecticut,No,1769
Connecticut,Homemakers,516
Connecticut,Students,1002
Connecticut,Retirees,50
Connecticut,Unemployed,201
Connecticut,Unknown,1501
Hawaii,Management,489
Hawaii,Service,74
Hawaii,Sales,111
Hawaii,Farming,73
Hawaii,Construction,41
Hawaii,Production,24
Hawaii,Military,0
Hawaii,No,2274
Hawaii,Homemakers,808
Hawaii,Students,1127
Hawaii,Retirees,33
Hawaii,Unemployed,306
Hawaii,Unknown,1645
Arkansas,Management,0
Arkansas,Service,0
Arkansas,Sales,0
Arkansas,Farming,0
Arkansas,Construction,3
Arkansas,Production,0
Arkansas,Military,0
Arkansas,No,62
Arkansas,Homemakers,30
Arkansas,Students,0
Arkansas,Retirees,0
Arkansas,Unemployed,0
Arkansas,Unknown,21
South Dakota,Management,0
South Dakota,Service,0
South Dakota,Sales,0
South Dakota,Farming,0
South Dakota,Construction,0
South Dakota,Production,0
South Dakota,Military,0
South Dakota,No,27
South Dakota,Homemakers,6
South Dakota,Students,0
South Dakota,Retirees,0
South Dakota,Unemployed,0
South Dakota,Unknown,11
Montana,Management,0
Montana,Service,0
Montana,Sales,0
Montana,Farming,0
Montana,Construction,0
Montana,Production,0
Montana,Military,0
Montana,No,48
Montana,Homemakers,0
Montana,Students,26
Montana,Retirees,0
Montana,Unemployed,0
Montana,Unknown,14
Wyoming,Management,9
Wyoming,Service,0
Wyoming,Sales,0
Wyoming,Farming,0
Wyoming,Construction,0
Wyoming,Production,0
Wyoming,Military,0
Wyoming,No,29
Wyoming,Homemakers,0
Wyoming,Students,14
Wyoming,Retirees,0
Wyoming,Unemployed,0
Wyoming,Unknown,14
Maine,Management,128
Maine,Service,42
Maine,Sales,12
Maine,Farming,0
Maine,Construction,0
Maine,Production,0
Maine,Military,0
Maine,No,473
Maine,Homemakers,82
Maine,Students,307
Maine,Retirees,11
Maine,Unemployed,73
Maine,Unknown,354
North Dakota,Management,0
North Dakota,Service,0
North Dakota,Sales,0
North Dakota,Farming,0
North Dakota,Construction,0
North Dakota,Production,0
North Dakota,Military,0
North Dakota,No,55
North Dakota,Homemakers,0
North Dakota,Students,34
North Dakota,Retirees,0
North Dakota,Unemployed,0
North Dakota,Unknown,44
Maryland,Management,0
Maryland,Service,0
Maryland,Sales,0
Maryland,Farming,0
Maryland,Construction,0
Maryland,Production,0
Maryland,Military,0
Maryland,No,49
Maryland,Homemakers,15
Maryland,Students,0
Maryland,Retirees,0
Maryland,Unemployed,0
Maryland,Unknown,23
Utah,Management,12
Utah,Service,0
Utah,Sales,0
Utah,Farming,0
Utah,Construction,0
Utah,Production,0
Utah,Military,0
Utah,No,48
Utah,Homemakers,9
Utah,Students,26
Utah,Retirees,0
Utah,Unemployed,0
Utah,Unknown,29
Massachusetts,Management,0
Massachusetts,Service,0
Massachusetts,Sales,0
Massachusetts,Farming,0
Massachusetts,Construction,0
Massachusetts,Production,0
Massachusetts,Military,0
Massachusetts,No,19
Massachusetts,Homemakers,0
Massachusetts,Students,0
Massachusetts,Retirees,0
Massachusetts,Unemployed,0
Massachusetts,Unknown,26
Puerto Rico,Management,0
Puerto Rico,Service,0
Puerto Rico,Sales,0
Puerto Rico,Farming,0
Puerto Rico,Construction,0
Puerto Rico,Production,0
Puerto Rico,Military,0
Puerto Rico,No,37
Puerto Rico,Homemakers,15
Puerto Rico,Students,0
Puerto Rico,Retirees,0
Puerto Rico,Unemployed,0
Puerto Rico,Unknown,18
Vermont,Management,0
Vermont,Service,0
Vermont,Sales,0
Vermont,Farming,0
Vermont,Construction,0
Vermont,Production,0
Vermont,Military,0
Vermont,No,72
Vermont,Homemakers,0
Vermont,Students,35
Vermont,Retirees,0
Vermont,Unemployed,20
Vermont,Unknown,59
